country,project_clean,beneficiary,grant_no,unit_sector_long,eur
Romania,Technical Equipment,Romanian Border Police / Coast Guard,2018/245,Operational Response Division,712999
Romania,Technical Equipment,Romanian Border Police / Coast Guard,2018/152,Operational Response Division,702232
Romania,Technical Equipment,Romanian Border Police / Coast Guard,2019/121a,Field Deployment Unit,675037
Romania,Technical Equipment & Human Resources,Romanian Border Police / Coast Guard,2022/80,Deployment Management Division,661411
Romania,Human Resources,Romanian Border Police / Coast Guard,2021/164,Task Force Deployment Management,632700.51
Romania,Course on application of coercive measures in carrying out specific missions related to the state border control,School for Improvement of Training of Border Police,Multiple smaller grants,Training Unit,59932.84
Romania,various projects,General Inspectorate for Immigration,Multiple smaller grants,various,766221
Romania,various projects,General Inspectorate of Aviation,Multiple smaller grants,various,2468912.2600000002
Romania,various projects,Romanian Border Police / Coast Guard,Multiple smaller grants,various,27605158.02
Romania,various projects,Romanian Office for Immigration,Multiple smaller grants,various,329322.48
Romania,various projects,Romanian Police,Multiple smaller grants,various,1070824.42
Romania,various projects,School for Training of Border Police,Multiple smaller grants,Training Unit,158422.3
Serbia,Operation Serbia Land 2021,Ministry of Internal Affairs,2021/366,Deployment Management Division,170536.8
Serbia,Focal Points,Ministry of Internal Affairs,2011/1113/,Land Borders Sector,111888.9
Serbia,Operation Serbia Land 2021,Ministry of Internal Affairs,2021/365,Deployment Management Division,86688
Serbia,Operation Serbia Land 2021,Ministry of Internal Affairs,2021/411,Field Operations Unit,78683.52
Serbia,Operation Serbia Land 2022,Ministry of Internal Affairs,2022/330,Deployment Management Division,76288.86
Serbia,Operation Serbia Land 2022,Ministry of Internal Affairs,2022/116,Deployment Management Division,70465.92
Serbia,Operation Serbia Land 2022,Ministry of Internal Affairs,2022/283,Deployment Management Division,68411.52
Serbia,Operation Serbia Land 2022,Ministry of Internal Affairs,2022/202,Deployment Management Division,67332.96
Serbia,Operation Serbia Land 2022,Ministry of Internal Affairs,2022/29,Deployment Management Division,64200
Serbia,Serbia Land 2022,Ministry of Internal Affairs,2022/403,Deployment Management Division,62582.16
Serbia,Neptune,Ministry of Internal Affairs,2009/216/,Land Borders Sector,34023.2
Serbia,Serbia Land 2021,Ministry of Internal Affairs,2021/407,Deployment Management Division,30028.48
Serbia,Neptune,Ministry of Internal Affairs,2010/345/,Land Borders Sector,24689.03
Serbia,Hubble,Ministry of Internal Affairs,2011/319/,Air Border Sector,22697.06
Serbia,Neptune,Ministry of Internal Affairs,2010/140/,Land Borders Sector,20491.57
Serbia,Neptune,Ministry of Internal Affairs,2010/512/,Land Borders Sector,20491.57
Serbia,Flexible Operational Activities,Ministry of Internal Affairs,2015/856,Land Borders Sector,18952
Serbia,various projects,Ministry of Internal Affairs,Multiple smaller grants,various,586817.56
Slovakia,Human Resources,Bureau of Border and Alien Police,2018/51,Operational Response Division,920000
Slovakia,Technical Equipment & Human Resources,Police Force,2022/46,Deployment Management Division,862051
Slovakia,Technical Equipment & Human Resources,Slovak Ministry of Interior,2020/87,Field Deployment Unit,656344
Slovakia,Human Resources,Slovak Ministry of Interior,2019/73,Field Deployment Unit,635132
Slovakia,Human Resources,Bureau of Border and Alien Police,2022/169,Deployment Management Division,488509.38
Slovakia,Technical Equipment & Human Resources,Slovak Ministry of Interior,2021/106,Field Deployment Unit,449560
Slovakia,Human Resources,Bureau of Border and Alien Police,2022/259,Deployment Management Division,331372.2
Slovakia,Human Resources,Bureau of Border and Alien Police,2021/268,Deployment Management Division,322400.26
Slovakia,Support Cat.2,Bureau of Border and Alien Police,2020/321,Task Force Deployment Management,313804
Slovakia,FOA,Bureau of Border and Alien Police,2016/1425,Land Borders Sector,265032
Slovakia,Focal Points,Bureau of Border and Alien Police,2009/462/,Land Borders Sector,196731.69
Slovakia,Human Resources,Bureau of Border and Alien Police,2021/320,Deployment Management Division,188872.82
Slovakia,Triton,Bureau of Border and Alien Police,2016/551,Sea Border Sector,149592
Slovakia,Poseidon,Bureau of Border and Alien Police,2016/137,Sea Border Sector,116844
Slovakia,Poseidon,Bureau of Border and Alien Police,2015/699,Sea Border Sector,114074
Slovakia,Technical Equipment,Police Force,2022/289,Field Operations Unit,111657
Slovakia,Focal Points,Bureau of Border and Alien Police,2009/467/,Land Borders Sector,105630.23
Slovakia,Atlas I,Ministry of Interior Economical Section,Multiple smaller grants,Land Borders Sector,8746.94
Slovakia,Return Operations,Police Detention Centre for Foreigners,Multiple smaller grants,Return Support Unit,10636
Slovakia,various projects,Border and Alien Police Directorate,Multiple smaller grants,various,320959.76
Slovakia,various projects,Border and Alien Police Directorate Presov,Multiple smaller grants,various,99864.99
Slovakia,various projects,Bureau of Border and Alien Police,Multiple smaller grants,various,3394655.28
Slovakia,various projects,Ministry of Interior Slovakia,Multiple smaller grants,various,13124.51
Slovakia,various projects,Police Force,Multiple smaller grants,various,237212
Slovakia,various projects,Slovak Ministry of Interior,Multiple smaller grants,various,231589
Slovenia,Technical Equipment & Human Resources,Police,2022/73,Deployment Management Division,991149
Slovenia,Technical Equipment & Human Resources,Police,2021/97,Field Deployment Unit,705471
Slovenia,Technical Equipment & Human Resources,Police,2020/24,Field Deployment Unit,519485
Slovenia,Human Resources,Police,2022/170,Deployment Management Division,519079.5
Slovenia,Human Resources,Police,2018/71,Operational Response Division,477953
Slovenia,Human Resources,Police,2019/20,Field Deployment Unit,466429
Slovenia,Human Resources,Slovenian Ministry of Interior,2022/260,Deployment Management Division,458808.61
Slovenia,European Centre for Returns,Police,2022/323,European Centre for Returns,346632
Slovenia,Human Resources,Slovenian Ministry of Interior,2021/259,Deployment Management Division,344400.28
Slovenia,Support Cat.2,Police,2020/304,Task Force Deployment Management,336048
Slovenia,Human Resources,Slovenian Ministry of Interior,2021/312,Deployment Management Division,297332.24
Slovenia,FOA,Police,2016/1214,Land Borders Sector,254006
Slovenia,Neptune,Slovenian Ministry of Interior,2009/086/,Land Borders Sector,88017.41
Slovenia,various projects,Police,Multiple smaller grants,various,941950
Slovenia,various projects,Slovenian Ministry of Interior,Multiple smaller grants,various,1781479.73
Spain,Trainings standing corps,National Police School,2022/5,Training Unit,6877162
Spain,Hera,Ministry of Interior Spain,2008/189/,Sea Border Sector,4258729.76
Spain,Trainings standing corps,National Police School,2021/231,Training Unit,3677600
Spain,Technical Equipment,Jefatura Fiscal y de Fronteras,2019/173,Field Deployment Unit,2349057.06
Spain,Hera,Direccion General de la Policia y de la Guardia Civil,2009/267/,Sea Border Sector,2126298.21
Spain,Technical Equipment & Human Resources,Cuerpo Nacional de Policia,2022/121,Deployment Management Division,2097858
Spain,Hera,Direccion General de la Policia y de la Guardia Civil,2008/374/,Sea Border Sector,2067710.83
Spain,Human Resources,General Directorate for International Relations and Immigration,2022/186,Deployment Management Division,1831757.2
Spain,Technical Equipment,Jefatura Fiscal y de Fronteras,2018/353,Operational Response Division,1714720
Spain,Technical Equipment & Human Resources,Comisaría General de Extranjería y Fronteras,2021/36,Field Deployment Unit,1590739
Spain,Human Resources,General Directorate for International Relations and Immigration,Multiple smaller grants,various,2951901.37
Spain,various projects,Comisaría General de Extranjería y Fronteras,Multiple smaller grants,various,30396623.15
Spain,various projects,Cuerpo Nacional de Policia,Multiple smaller grants,various,12927302.92
Spain,various projects,Direccion General de la Policia,Multiple smaller grants,various,2359495.5
Spain,various projects,Direccion General de la Policia y de la Guardia Civil,Multiple smaller grants,various,6611498.66
Spain,various projects,Guardia Civil,Multiple smaller grants,various,26900780.12
Spain,various projects,Jefatura Fiscal y de Fronteras,Multiple smaller grants,various,38717038.19
Spain,various projects,Ministry of Interior Spain,Multiple smaller grants,various,411136.49000000005
Spain,various projects,National Police School,Multiple smaller grants,various,1572963.23
Spain,various projects,Spanish Ministry of Interior,Multiple smaller grants,various,1271773.15
Sweden,Triton,Swedish Coast Guard,2017/752,Sea Border Sector,3313526
Sweden,Triton,National Operations Department,2015/463,Sea Border Sector,2156227
Sweden,European Centre for Returns,Swedish Police Authority,2021/20,European Centre for Returns,2070377
Sweden,Technical Equipment,Swedish Coast Guard,2021/395,Field Operations Unit,2020817
Sweden,FOA,Swedish Police Authority,2019/147,European Centre for Returns,1987321
Sweden,Technical Equipment,Swedish Coast Guard,2022/52,Field Operations Unit,1518955
Sweden,FOA,Swedish Police Authority,2019/320,European Centre for Returns,1445558
Sweden,European Centre for Returns,Swedish Police Authority,2020/10,European Centre for Returns,1335561
Sweden,FOA,Swedish Police Authority,2019/26,European Centre for Returns,1238475
Sweden,FOA,Swedish Police Authority,2019/238,European Centre for Returns,1234189
Sweden,Technical Equipment & Human Resources,Swedish Police Authority,2021/31,Field Deployment Unit,957382
Sweden,Return Operations,Swedish Police Authority,2018/81,Return Support Unit,957197
Sweden,FOA,Swedish Police Authority,2018/314,European Centre for Returns,907049
Sweden,Technical Equipment & Human Resources,Swedish Police Authority,2022/75,Deployment Management Division,796540
Sweden,Triton,National Operations Department,2017/631,Sea Border Sector,760142
Sweden,Technical Equipment,Swedish Coast Guard,2019/345,Field Deployment Unit,759798
Sweden,European Centre for Returns,Swedish Police Authority,2022/14,European Centre for Returns,753448
Sweden,Human Resources,Swedish Police Authority,2022/171,Deployment Management Division,752396.88
Sweden,Poseidon,National Operations Department,2016/1273,Sea Border Sector,743975
Sweden,Poseidon,National Operations Department,2017/128,Sea Border Sector,730623
Sweden,Human Resources,Swedish Police Authority,2022/268,Deployment Management Division,720530.66
Sweden,Technical Equipment & Human Resources,Swedish Coast Guard,2020/285,Field Deployment Unit,719490
Sweden,European Centre for Returns,Swedish Police Authority,2022/324,European Centre for Returns,714221
Sweden,Human Resources,Swedish Police Authority,2021/299,Deployment Management Division,705195.9
Sweden,Technical Equipment,Swedish Coast Guard,2018/168,Operational Response Division,698573
Sweden,Human Resources,Swedish Police Authority,2018/21,Operational Response Division,696587
Sweden,Technical Equipment,Swedish Police Authority,2021/345,Field Operations Unit,655816
Sweden,Triton,National Operations Department,2015/106,Sea Border Sector,653266
Sweden,Technical Equipment,Swedish Police Authority,2022/366,Field Operations Unit,652066
Sweden,Poseidon,National Criminal Police,2010/692/,Sea Border Sector,647883
Sweden,European Centre for Returns,Swedish Police Authority,2021/193,European Centre for Returns,646170
Sweden,Technical Equipment & Human Resources,Swedish Police Authority,2020/136,Field Deployment Unit,628326
Sweden,Poseidon,National Operations Department,2015/997,Sea Border Sector,625821
Sweden,Human Resources,Swedish Police Authority,2019/21,Field Deployment Unit,612835
Sweden,Triton,National Operations Department,2016/324,Sea Border Sector,609851
Sweden,various projects,National Bureau of Investigation,Multiple smaller grants,various,3178632.83
Sweden,various projects,National Criminal Police,Multiple smaller grants,various,2925155.7600000002
Sweden,various projects,National Operations Department,Multiple smaller grants,various,11672251.16
Sweden,various projects,Swedish Coast Guard,Multiple smaller grants,various,1262997.28
Sweden,various projects,Swedish Migration Agency,Multiple smaller grants,various,773743.66
Sweden,various projects,Swedish Police Authority,Multiple smaller grants,various,3595814.73
Switzerland,Return Operations,Customs/Border Guard,2018/56,Return Support Unit,1042123
Switzerland,Technical Equipment & Human Resources,Customs/Border Guard,2022/48,Deployment Management Division,791393
Switzerland,FOA,State Secretariat for Migration,2019/150,European Centre for Returns,580132
Switzerland,Technical Equipment & Human Resources,Customs/Border Guard,2021/98,Field Deployment Unit,521815
Switzerland,FOA,Customs/Border Guard,2019/8,European Centre for Returns,499960
Switzerland,Human Resources,Customs/Border Guard,2022/262,Deployment Management Division,473550.42
Switzerland,Return Operations,Customs/Border Guard,2018/166,European Centre for Returns,463178
Switzerland,Return Operations,Customs/Border Guard,2018/315,European Centre for Returns,408349
Switzerland,Technical Equipment & Human Resources,Customs/Border Guard,2020/96,Field Deployment Unit,374175
Switzerland,Human Resources,Customs/Border Guard,2018/78,Operational Response Division,373798
Switzerland,Human Resources,Customs/Border Guard,2019/70,Field Deployment Unit,365273.5
Switzerland,Human Resources,Customs/Border Guard,2022/168,Deployment Management Division,341297.6
Switzerland,Human Resources,Customs/Border Guard,2021/307,Deployment Management Division,302758.91
Switzerland,European Centre for Returns,State Secretariat for Migration,2022/391,European Centre for Returns,239163
Switzerland,Return Operations,Customs/Border Guard,2016/1543,Return Support Unit,238825
Switzerland,Return Operations,Customs/Border Guard,2017/1260,Return Support Unit,225677
Switzerland,European Centre for Returns,State Secretariat for Migration,2021/1,European Centre for Returns,223290
Switzerland,Human Resources,Customs/Border Guard,2021/264,Deployment Management Division,215333.51
Switzerland,Return Operations,Customs/Border Guard,2016/1190,Return Support Unit,213150
Switzerland,Return Operations,Customs/Border Guard,2017/324,Return Support Unit,212163
Switzerland,Human Resources,Customs/Border Guard,2021/280,Deployment Management Division,210195
Switzerland,Return Operations,Customs/Border Guard,2017/633,Return Support Unit,179235
Switzerland,Return Operations,Customs/Border Guard,2016/595,Return Support Unit,154261
Switzerland,Return Operations,Customs/Border Guard,2016/766,Return Support Unit,154121
Switzerland,European Centre for Returns,State Secretariat for Migration,2021/216,European Centre for Returns,150538
Switzerland,Return Operations,Customs/Border Guard,2017/1432,Return Support Unit,141383
Switzerland,various projects,Customs/Border Guard,Multiple smaller grants,various,4236278.11
Switzerland,various projects,State Secretariat for Migration,Multiple smaller grants,various,457898.97
Turkey,Eurocup,Turkish National Police,2008/144/,Land Borders Sector,83525.5
Turkey,Focal Points,"Police, International Relations Department",2016/1318,Air Border Sector,24795
Turkey,Eurocup,"Police, International Relations Department",2016/647,Air Border Sector,20259
Turkey,Focal Points,Turkish National Police,2016/1500,Air Border Sector,16937
Turkey,Alexis,"Police, International Relations Department",2016/408,Air Border Sector,12722
Turkey,Focal Points,Turkish National Police,2013/576,Air Border Sector,12198
Turkey,Focal Points,Ministry of Interior Turkey,2014/291,Air Border Sector,11331.3
Turkey,Human Resources,"Police, Border Gates Department",2019/205,Field Deployment Unit,11286.36
Turkey,Human Resources,"Police, Border Gates Department",2019/169,Field Deployment Unit,10019.48
Turkey,Human Resources,"Police, Border Gates Department",2019/214,Field Deployment Unit,9451.31
Turkey,Human Resources,"Police, Border Gates Department",2018/335,Operational Response Division,7825.98
Turkey,Focal Points,Turkish National Police,2015/752,Air Border Sector,6951
Turkey,Alexis,Turkish National Police,2015/894,Air Border Sector,6767
Turkey,Focal Points,"Ministry of Interior, Border Management Department",2015/765,Air Border Sector,6388
Turkey,Focal Points,Turkish National Police,2015/764,Air Border Sector,6388
Turkey,Hubble,Turkish National Police,2011/153/,Air Border Sector,5710.24
Turkey,Human Resources,"Police, Border Gates Department",2018/154,Operational Response Division,5575.77
Turkey,Focal Points,Turkish National Police,Multiple smaller grants,Air Border Sector,402
Turkey,Hermes,Ministry of Interior Turkey,Multiple smaller grants,Sea Border Sector,1597
Ukraine,Operational Activities AIR (MOA - AIR),State Border Guard Service Ukraine,2021/291,Field Deployment Unit,74473.07
Ukraine,Focal Points,State Border Guard Service Ukraine,2017/1190,Land Borders Sector,56863
Ukraine,Operational Activities LAND (MOA - LAND) and Multipurpose Operational Activities AIR (MOA - AIR),State Border Guard Service Ukraine,2021/172,Field Deployment Unit,54899.56
Ukraine,Hubble,State Border Guard Service Ukraine,2012/341,Air Border Sector,54022.42
Ukraine,Human Resources,State Border Guard Service Ukraine,2019/259,Field Deployment Unit,46745.09
Ukraine,Human Resources,State Border Guard Service Ukraine,2019/133,Field Deployment Unit,39242.25
Ukraine,Terra 2022,State Border Guard Service Ukraine,2022/397,Deployment Management Division,38028.87
Ukraine,Human Resources,State Border Guard Service Ukraine,2018/126,Operational Response Division,32450.96
Ukraine,Human Resources,State Border Guard Service Ukraine,2019/201,Field Deployment Unit,32078.6
Ukraine,Human Resources,State Border Guard Service Ukraine,2019/164,Field Deployment Unit,30634.1
Ukraine,Jupiter,State Border Guard Service Ukraine,2010/41/,Land Borders Sector,30620.2
Ukraine,Eurocup,State Border Guard Service Ukraine,2016/648,Air Border Sector,30517
Ukraine,EPN-Euxine,State Border Guard Service Ukraine,2008/309/,Sea Border Sector,29727
Ukraine,Triton,State Border Guard Service Ukraine,2017/451,Sea Border Sector,25413
Ukraine,Jupiter,State Border Guard Service Ukraine,2010/176/,Land Borders Sector,24967.28
Ukraine,Jupiter,State Border Guard Service Ukraine,2009/047/,Land Borders Sector,24280
Ukraine,Human Resources,State Border Guard Service Ukraine,2018/187,Operational Response Division,23000
Ukraine,Human Resources,State Border Guard Service Ukraine,2018/276,Operational Response Division,22987.88
Ukraine,Minerva,State Border Guard Service Ukraine,2011/564/,Sea Border Sector,21732.48
Ukraine,Focal Points,State Border Guard Service Ukraine,2017/836,Land Borders Sector,20229
Ukraine,Human Resources,State Border Guard Service Ukraine,2018/286,Operational Response Division,18817.02
Ukraine,Human Resources,State Border Guard Service Ukraine,2018/199,Operational Response Division,17672.12
Ukraine,Focal Points,State Border Guard Service Ukraine,2009/295/,Land Borders Sector,17283.92
Ukraine,Focal Points,State Border Guard Service Ukraine,2016/1037,Land Borders Sector,16936
Ukraine,Jupiter,State Border Guard Service Ukraine,2010/654/,Land Borders Sector,15817.03
Ukraine,Human Resources,State Border Guard Service Ukraine,2018/287,Operational Response Division,15794.27
Ukraine,FOA,State Border Guard Service Ukraine,2017/690,Land Borders Sector,13442
Ukraine,Minerva,State Border Guard Service Ukraine,2012/545,Sea Border Sector,13048.18
Ukraine,various projects,State Border Guard Service Ukraine,Multiple smaller grants,various,369572.12
United Kingdom,Return Operations,Border Agency,2010/14/,Return Operations Sector,371235
United Kingdom,Return Operations,Border Agency,2010/714/,Return Operations Sector,339552.48
United Kingdom,Return Operations,Border Agency,2011/81/,Return Operations Sector,319570.4
United Kingdom,Return Operations,Border Force,2013/1001,Return Operations Sector,125970
United Kingdom,Poseidon,Border Agency,2010/315/,Sea Border Sector,99975.9
United Kingdom,Return Operations,Border Agency,2010/349/,Return Operations Sector,87228.4
United Kingdom,Attica,Border Force,2013/503,Return Operations Sector,75762.42
United Kingdom,FOA,Border Force,2015/589,Return Operations Sector,68927
United Kingdom,Triton,Border Force,2015/583,Sea Border Sector,66641
United Kingdom,Hammer,Border Agency,2008/296/,Air Border Sector,65004.03
United Kingdom,Poseidon,Border Force,2013/77,Land Borders Sector,64868.75
United Kingdom,Return Operations,Border Agency,2008/349/,Return Operations Sector,64530
United Kingdom,Return Operations,Border Agency,2011/126/,Return Operations Sector,63657.65
United Kingdom,Return Operations,Border Agency,2010/220/,Return Operations Sector,62440
United Kingdom,Attica,Border Force,2014/198,Return Operations Sector,59920
United Kingdom,Return Operations,Border Agency,2010/559/,Return Operations Sector,54665.42
United Kingdom,Poseidon,Border Agency,2009/245/,Sea Border Sector,53955
United Kingdom,Return Operations,Border Agency,2010/3/,Return Operations Sector,49920
United Kingdom,Attica,Border Force,2014/444,Return Operations Sector,48412.06
United Kingdom,Return Operations,Border Agency,2008/360/,Return Operations Sector,46951
United Kingdom,Attica,Border Force,2014/364,Return Operations Sector,44717.44
United Kingdom,Return Operations,Border Agency,2010/445/,Return Operations Sector,44345.25
United Kingdom,Attica,Border Force,2014/595,Return Operations Sector,44058.32
United Kingdom,FOA,Border Force,2015/293,Return Operations Sector,43232
United Kingdom,Attica,Border Force,2013/378,Return Operations Sector,42893.09
United Kingdom,FOA,Border Force,2015/1048,Return Operations Sector,40647
United Kingdom,Attica,Border Force,2013/165,Return Operations Sector,38868.82
United Kingdom,Nautilus,Border Agency,2008/146/,Sea Border Sector,38737.5
United Kingdom,Poseidon,Border Force,2013/425,Sea Border Sector,37501
United Kingdom,various projects,Border Agency,Multiple smaller grants,various,634103.84
United Kingdom,various projects,Border Force,Multiple smaller grants,various,404601.17
United Kingdom,various projects,"Home office, Immigration and Nationality Directorate",Multiple smaller grants,Air Border Sector,25498.79
